product_id,product_name,category,sub_category,unit_price,cost_price
3e146b8b-bd17-4cba-8ec6-623ae3263fc0,Synchronized mission-critical access,Books,Technical,732.13,295.91
bdeb7366-14bf-4268-848e-9017f3215bac,De-engineered empowering solution,Books,Non-Fiction,696.03,282.25
d8776d52-9a0c-4821-99a0-7029a6f29422,Programmable 6thgeneration open architecture,Books,Fiction,184.48,112.22
c7c5ada7-3577-468e-97c8-4346c99164c1,Enhanced encompassing array,Books,Non-Fiction,258.6,135.04
2b4bc1bd-1fe1-4d96-8d2c-fb0172bcc590,Customer-focused bandwidth-monitored strategy,Sports,Nutrition,244.15,115.24
e811ecde-079b-434f-bddc-c458ce3141c0,Seamless web-enabled firmware,Sports,Accessories,194.0,82.53
37d2b84d-6a45-4ba9-88eb-ac5b6f58a6f6,Assimilated context-sensitive capacity,Electronics,Laptops,356.39,223.61
a4032813-12dc-4d45-9456-21c657e35752,Cross-platform coherent secured line,Sports,Equipment,72.17,50.6
264e17de-b55d-4657-ad8b-6f0c19195166,Assimilated web-enabled collaboration,Books,Non-Fiction,402.6,173.19
fb642702-5bcb-41af-a606-ac837c0a8a6b,Face-to-face web-enabled project,Clothing,Jackets,552.83,262.88
ae60476d-ab41-48c0-80e0-851da94839f1,Cross-platform systemic customer loyalty,Home,Kitchenware,278.11,143.2
44edd58e-b08b-4e43-bf35-f3ec39950d5e,Reverse-engineered value-added concept,Books,Fiction,66.04,30.32
3f1e49d5-adc9-4d4f-9b37-14cc58f8b88a,Synchronized actuating utilization,Books,Children,108.17,63.84
0e7a0a42-eeec-474c-b5de-482b2f79d9be,User-friendly disintermediate process improvement,Home,Decor,563.09,298.95
840e7b3e-305f-4b01-8b3b-51ca9a73c622,Team-oriented bandwidth-monitored secured line,Books,Fiction,117.26,87.12
925fcec1-94f9-41ae-b324-226d71da4869,Right-sized homogeneous protocol,Clothing,Jackets,74.59,47.93
056791f4-abe7-44bc-a79d-a392fe3ffc4a,Mandatory leadingedge flexibility,Sports,Equipment,660.69,296.4
c1cfb93d-1f16-450f-a074-503229341ff9,Up-sized holistic Graphic Interface,Electronics,Tablets,588.68,237.92
4f5c601d-6e33-4f7f-8555-7bc5ccef0149,Seamless scalable hierarchy,Clothing,Shirts,89.46,67.39
040eb751-9e6c-4143-8d25-b6229be34ee9,Digitized actuating standardization,Books,Technical,119.94,79.36
31acd211-218e-43f7-be1a-e4f67e4c7785,Robust discrete secured line,Clothing,Shirts,119.95,85.8
0f5f1db8-84bd-4f13-8252-50d268ef71a3,Phased contextually-based forecast,Books,Children,336.17,159.81
44dccaf8-8053-4be1-a785-2c4b1ca48d00,Profound didactic structure,Home,Lighting,352.75,250.01
330dd2c4-48a7-4301-acd9-731315bdeb53,Cross-group cohesive open architecture,Books,Technical,478.98,289.19
6a923eea-11a8-47ff-a5a7-952feb90b54a,Programmable analyzing capability,Clothing,Shoes,531.22,282.87
47ede92c-9349-4565-a1e3-e36d624a4bda,Enhanced dynamic superstructure,Sports,Apparel,528.73,289.85
bfa70f4f-59b5-48a1-a833-a17a0e11a168,Configurable leadingedge moratorium,Sports,Accessories,488.91,247.79
625cf601-167c-4b48-ad4e-ae59b780c3d3,Face-to-face hybrid collaboration,Sports,Apparel,58.74,27.95
d1ee798b-f030-45ee-b6ad-c06fcdfd623d,Streamlined homogeneous installation,Sports,Apparel,249.61,100.5
e6ce227f-f73d-4eb8-9047-b0bd3388d4d5,Exclusive uniform flexibility,Home,Furniture,91.41,49.4
e3e80606-0bb3-49cd-9b3a-538223030a8e,Organic fault-tolerant initiative,Clothing,Jackets,373.4,259.97
be0b2b0f-2b44-4ff7-bb62-7e74caf53a6f,Mandatory responsive monitoring,Books,Technical,206.88,158.6
bacacd71-4f42-40c2-869b-c5acafefc216,Compatible disintermediate knowledgebase,Books,Non-Fiction,397.05,192.12
4b4eb5d8-c70c-4ee6-91e6-61e6a0b6b5e8,Switchable bottom-line installation,Sports,Equipment,34.59,15.76
aef8ec66-4c36-4b3f-a408-5df07abfe024,Advanced systematic project,Clothing,Jackets,469.15,210.45
fd9f487e-ec2a-4817-a812-ea7f04e0238f,Organic bottom-line solution,Sports,Accessories,106.7,68.76
4b225d7e-466a-4801-b455-e156a6f1766c,Persevering optimizing customer loyalty,Clothing,Shirts,198.37,114.23
a959ab2a-7246-4420-963d-05b3aef240cd,Balanced neutral protocol,Home,Decor,358.5,153.12
51ba6f06-bb10-4b17-adc1-7155abfe491e,Multi-channeled 5thgeneration access,Books,Children,218.96,127.15
c492e952-4f9b-4331-a40a-151560798c56,Realigned reciprocal superstructure,Sports,Accessories,353.43,159.34
45e08b55-a461-4237-96c4-e5a059272805,Organic regional parallelism,Electronics,Phones,245.3,140.35
ee2552cf-5428-4fc4-9eeb-f38eed548e4e,Function-based regional product,Sports,Apparel,290.26,165.12
79eac2aa-55bd-48f6-9dba-c1cc177da44f,Cross-group bifurcated collaboration,Books,Technical,514.49,212.12
9b9d3f7f-f21b-46c5-bfe8-1ab496d9547f,User-centric motivating structure,Electronics,Laptops,345.82,242.75
9766f00c-8cfd-49bb-b496-fe35da6a2f0a,Right-sized didactic middleware,Electronics,Accessories,78.27,35.58
45d29de2-0684-4b7b-b3af-532da0f13f8c,Networked clear-thinking access,Sports,Equipment,365.37,191.89
366e56cc-2f06-4b05-aa38-9c9f5db6721e,Down-sized client-driven protocol,Electronics,Tablets,398.28,256.25
37d6ebbd-d7b5-49c6-a50d-bf3c677f9ed1,Triple-buffered heuristic methodology,Books,Children,90.26,38.78
e4a44db7-310d-466d-bd92-48b5c5a04b90,Customizable human-resource function,Electronics,Tablets,696.16,290.45
3d369c54-e10d-4023-91c0-861ebc359f25,Persistent motivating emulation,Books,Children,12.67,7.24
25a51a84-c811-49b7-b6b7-ae75b2a7edbf,Future-proofed impactful groupware,Clothing,Shoes,175.47,83.94
1de6e45f-05f5-4fd2-b6b5-81f19848dbd3,Networked 24/7 analyzer,Home,Kitchenware,265.72,203.62
c738b5b6-67fd-4bd4-a42b-22e057d1ee8a,Integrated 24/7 help-desk,Books,Fiction,14.22,9.58
5b392b41-02c9-4808-b0b5-358d800b46b9,Total scalable firmware,Home,Decor,254.54,103.85
5194934c-bf73-4fc6-bf4c-912ebe727af6,Progressive client-server pricing structure,Books,Non-Fiction,298.96,168.94
8cf31a1e-bf42-40af-b27e-f2800a1b490e,Advanced responsive conglomeration,Sports,Accessories,564.09,249.42
14504100-934f-4f2e-8cf2-c6ccbe0277a4,Horizontal 6thgeneration support,Sports,Accessories,88.77,43.02
09dc9a40-c8c0-4fac-bc25-c52c4482ae9e,Face-to-face solution-oriented matrices,Clothing,Jackets,521.92,271.73
372fcb38-8611-458d-a90a-bf369ca079e5,Pre-emptive composite circuit,Books,Non-Fiction,77.75,34.38
778cddca-6a4e-4703-bea9-e1a0acb9b37d,Expanded 3rdgeneration model,Sports,Equipment,428.68,191.28
70d2a4ec-c74c-48f7-a0e7-96b736d21655,Right-sized system-worthy complexity,Home,Lighting,439.99,284.87
200b3a1d-ed0e-45ba-aaac-de274eb2896b,De-engineered discrete paradigm,Electronics,Laptops,275.41,134.04
61314382-1355-4218-b156-e06c1083cdda,Team-oriented responsive analyzer,Sports,Apparel,28.39,13.21
b10e59cd-91dc-4d08-99ec-39ca37b3dc51,Profit-focused neutral superstructure,Electronics,Accessories,27.18,12.46
3b8f8149-9bfc-4bae-bb64-8e365d3ee70b,Self-enabling discrete toolset,Books,Technical,125.04,60.03
79ea38e0-d2a6-4d30-9fe9-f0ed0b0d07a8,Configurable leadingedge customer loyalty,Clothing,Shoes,143.55,62.18
b9d27dae-c435-4437-a439-89634b552e61,Seamless stable superstructure,Books,Technical,325.14,199.48
ac430efc-da25-4f5e-9c10-5d2abcbeed20,Phased stable orchestration,Clothing,Shirts,385.72,193.32
330ca2bf-8b26-4f2a-a5dc-99cdae783086,Cross-group client-server implementation,Electronics,Laptops,283.0,140.44
3cca565a-13b5-4984-9d60-58e482601539,Vision-oriented upward-trending analyzer,Electronics,Phones,209.65,88.33
5c59b6c5-a494-4953-916e-2c11ee9a22d5,Profit-focused solution-oriented benchmark,Electronics,Laptops,261.44,150.8
b1817565-7855-4c0c-ab90-727aa81a0bfb,Vision-oriented systemic methodology,Clothing,Jackets,78.23,34.7
03f9f617-4d37-4f3b-8ee8-69297e42a140,Vision-oriented coherent time-frame,Books,Fiction,304.59,148.52
2283f7b4-6400-4ce6-9446-20edc181ec19,Programmable background productivity,Clothing,Jackets,193.95,115.7
d5933af3-c429-4462-9277-2992d8086fb7,Vision-oriented coherent neural-net,Books,Non-Fiction,76.16,58.04
c175429a-be7e-4efa-932f-331e6603cd8e,Assimilated mission-critical productivity,Clothing,Shirts,67.74,39.58
cb19ae3b-ad34-4fae-8b77-8ca151790d37,Multi-channeled tangible capability,Home,Kitchenware,602.97,298.5
b95b0319-701b-4222-b2b1-e5545a184984,Sharable reciprocal customer loyalty,Electronics,Phones,255.13,158.92
e7604e82-1c93-4d0d-9393-5a3d6f111a17,Innovative optimal throughput,Electronics,Phones,357.15,183.8
c6773eec-35b1-4edf-8663-e96b466a2402,Advanced composite implementation,Sports,Apparel,119.58,68.81
7ef6acd1-4641-4c06-997f-941e9aa002cb,Customer-focused bottom-line protocol,Clothing,Shirts,158.9,101.62
def88637-2c09-4b25-9407-3f02915df025,Focused empowering budgetary management,Clothing,Shoes,131.95,85.73
01356865-034b-450e-a4a8-5a47630fdcbe,User-centric leadingedge frame,Electronics,Tablets,445.36,213.88
6e2daebe-0614-4fa5-861c-2b280ff6e15f,Integrated systemic methodology,Books,Children,325.5,133.64
a71bddf8-c0d0-48b8-985b-8134ff89ec9b,Upgradable clear-thinking hierarchy,Clothing,Shoes,119.01,56.02
ca080db3-f1b9-4148-aa2c-83f7e20c94a9,Self-enabling grid-enabled orchestration,Home,Kitchenware,79.6,35.35
142691c6-206a-440e-8d87-ae8a53708c03,Team-oriented bottom-line hardware,Sports,Nutrition,83.34,53.87
9419af8e-4888-4434-bacf-d2c6c97e55d6,Diverse client-server flexibility,Books,Children,480.04,265.44
4b5927b6-9d62-4a70-8dd5-692dccb89f98,Visionary heuristic architecture,Home,Decor,382.95,188.76
c4211534-7e2f-4b78-bc4f-371ca60d51c3,Expanded responsive monitoring,Books,Non-Fiction,301.33,172.31
6365c967-e439-4088-bb68-d6bd780bc258,Self-enabling 24/7 application,Electronics,Accessories,72.84,54.34
a71cfa70-4b28-4624-891b-f7200849cf76,Reactive attitude-oriented installation,Sports,Nutrition,294.3,178.13
5254138b-2b33-4f57-b85f-d344340b5c62,Assimilated mission-critical implementation,Sports,Nutrition,176.1,122.5
d5b5d9e0-a593-4d1f-89e9-eaaaa96cbbcb,Multi-lateral scalable implementation,Home,Kitchenware,412.11,238.31
16d7cac0-7c7c-42f9-b76a-51d7911b60db,Integrated 6thgeneration budgetary management,Electronics,Phones,347.18,198.8
6d146c92-d199-450c-abb0-849064755b3b,Public-key bi-directional array,Home,Furniture,16.67,7.84
b49b59b8-c110-4f1d-9fa3-1d0e809d21ea,Reactive 6thgeneration array,Home,Lighting,320.76,142.29
9f3d3ce8-6fc2-475c-8633-d1354bff24aa,Horizontal leadingedge array,Clothing,Shirts,240.13,118.75
59b4677e-7816-4d04-abbb-c9e957c126cf,Digitized fault-tolerant productivity,Sports,Apparel,57.77,35.36
75ae2d40-b800-4bb9-bdcd-eb7b368840e3,Digitized dedicated adapter,Sports,Equipment,361.78,174.31
fc0420f9-6e30-4a81-8120-1c0476ce7428,Seamless next generation emulation,Books,Technical,376.68,244.95
193211e7-d455-4285-9d69-eb518e023ad7,Business-focused upward-trending utilization,Electronics,Accessories,378.47,152.1
f423207f-f22c-4284-9f1f-3b0927f780f3,Cloned dedicated help-desk,Books,Fiction,62.64,41.61
0cd90980-0582-4955-9996-b2a2aa3f1bc2,Persevering object-oriented challenge,Home,Kitchenware,99.07,74.74
77df5e6f-fd11-4221-8174-f92e5098bc20,Re-contextualized next generation flexibility,Electronics,Laptops,449.58,273.93
bf669811-e90d-4443-91f8-9734976a523c,Reverse-engineered stable hierarchy,Books,Fiction,646.69,269.27
ebecd6d7-af01-4b9c-a873-ca703a80649d,Profound client-driven info-mediaries,Electronics,Tablets,270.04,195.21
21552b41-dbdb-4123-9c88-e4f4d75b11e0,Innovative composite leverage,Electronics,Accessories,355.84,218.36
9f5df2d3-b301-4be7-ac9c-c6a3f3f8cdd0,Centralized multimedia leverage,Home,Kitchenware,63.61,28.53
290ccaea-1faa-4806-bc07-15907f4be433,Enterprise-wide leadingedge service-desk,Books,Fiction,258.49,121.03
1df6acac-bee2-4191-9de0-66c1a41bff28,Re-contextualized stable core,Books,Children,628.33,255.36
40031a66-8df6-4618-8c90-568771d75f97,Distributed multimedia core,Electronics,Tablets,400.83,281.62
3f4723c9-edb1-492f-85ff-1fa9182d1cf5,Enterprise-wide fault-tolerant collaboration,Clothing,Shirts,364.44,248.51
ca2f4431-3b76-466f-906c-1fac3def836d,Decentralized cohesive groupware,Home,Kitchenware,100.88,71.77
0f45737e-345d-4fad-9217-b507552f4395,Decentralized dynamic secured line,Home,Furniture,656.96,280.56
f4e3d9e5-85f8-413d-a650-8339c2d5bfeb,Multi-lateral intangible open architecture,Home,Furniture,91.83,37.69
c06f36b2-01df-4630-8279-0b02e307650f,Enhanced radical functionalities,Electronics,Tablets,207.91,102.15
17e47f7a-1eda-432a-b82b-18167942efcf,Down-sized fresh-thinking portal,Books,Technical,508.74,211.11
8a53c957-d10e-4dbf-8eaa-2e2cf74bd2cf,Realigned uniform projection,Sports,Accessories,67.95,40.37
8cf8f124-1ce9-4de0-80e6-a2fba3ed7cf7,Virtual 4thgeneration service-desk,Clothing,Jackets,405.43,192.89
e94509ac-f7de-421c-82ee-dd209a046cfa,Enterprise-wide exuding matrix,Sports,Apparel,367.37,175.48
e737b504-a6cb-4450-b6b0-b8f05deac403,Multi-channeled full-range matrices,Home,Decor,437.73,232.93
9e66316c-7f8b-4d49-b57e-2eee4ac00e14,Customer-focused interactive leverage,Electronics,Tablets,497.56,231.03
86a9833a-ce8b-485a-8366-3b6ed850dc68,Re-contextualized 3rdgeneration model,Home,Lighting,435.48,199.55
aa6f3a68-c028-4cf9-91e8-96bcdcdf9eb1,De-engineered encompassing time-frame,Clothing,Shirts,51.45,27.17
807a0ed7-83fa-4f3e-8543-2ea42ba66c74,Open-source background firmware,Clothing,Shirts,377.57,202.8
82a4e016-02ff-4691-9f23-4eb512af9b80,Front-line analyzing implementation,Books,Non-Fiction,254.33,148.86
1e134922-fc0f-4422-bd28-43073e75bafa,Grass-roots systematic benchmark,Sports,Nutrition,383.96,229.34
a54910bc-f1af-4b4b-a681-0c0d6ee7d1ac,Secured national orchestration,Books,Non-Fiction,363.97,255.1
efa202e1-abea-4dc9-a6f9-81f91170ff77,Multi-tiered leadingedge hub,Clothing,Pants,485.5,275.43
db7c9ed2-b173-4dd3-98f8-9e065cbe791d,Monitored global data-warehouse,Books,Non-Fiction,358.67,235.11
315811a2-4626-4b1f-8f5b-706092c96f79,Face-to-face empowering protocol,Home,Kitchenware,89.17,53.44
2bfd70c1-10c7-4dc4-9576-78a50f3dd9f1,Business-focused mobile product,Sports,Equipment,113.93,48.45
d51fbc37-6f6c-431d-8f17-9336f655f597,Devolved zero tolerance strategy,Electronics,Phones,18.33,9.89
ca34ccfe-44dc-4f29-89e4-62480a79aafe,Persistent intermediate website,Home,Furniture,281.82,145.49
7f292f71-db52-4f35-8edc-45db70e5961e,User-friendly non-volatile strategy,Home,Decor,78.24,39.91
dd01d168-a405-41d3-97bc-01ee5ba7b177,Cross-group client-server access,Home,Kitchenware,120.01,67.56
0795c5c3-df19-44bb-8f57-175ce100f060,Diverse executive ability,Books,Technical,33.65,20.68
76c5826b-cc0e-4cfe-9afb-0cd1d9ac16fe,Synchronized needs-based hub,Electronics,Laptops,427.71,196.34
510b94c5-d910-4e97-b395-7f763f3c1590,Inverse bandwidth-monitored ability,Books,Non-Fiction,163.58,91.73
928d157b-dd6e-407d-a8f2-b9485b19aaf9,Fundamental upward-trending workforce,Sports,Nutrition,305.08,161.22
d8ff9688-1bf2-4d38-ad40-2a2a95008d3d,Open-source fault-tolerant benchmark,Books,Fiction,427.45,205.94
f4b4816f-eca8-43cb-8a5c-c4d4d219534c,Customizable contextually-based extranet,Electronics,Phones,92.54,38.98
2306f2e5-a0e2-448d-ab85-c0f36bf350cf,Ameliorated tangible frame,Sports,Nutrition,146.24,75.44
1ca042e2-14b2-4101-8a9d-c6b4c1f48c0c,Ameliorated bi-directional budgetary management,Home,Lighting,567.74,265.37
9141b213-1963-4bb0-943b-02027f237857,Progressive attitude-oriented success,Books,Children,189.07,120.9
16383c9e-3db3-4451-bb56-0e9d96d7d13c,Reverse-engineered bandwidth-monitored Internet so,Home,Kitchenware,147.31,65.68
6da3f2cf-3dca-4336-84ad-3db6c82a7814,Multi-lateral fresh-thinking pricing structure,Home,Decor,350.89,213.23
b29f3d18-2c1f-4224-9d30-fdacc27e1f45,Compatible global infrastructure,Electronics,Laptops,142.4,59.6
0856a533-21c1-4a97-b7a1-fa40805d00b2,Adaptive encompassing algorithm,Sports,Accessories,518.12,223.03
6cc4b8e4-cc3e-4fbb-822d-eb4542705ac7,Business-focused multi-state superstructure,Clothing,Pants,135.51,97.96
be727c6d-934a-40ab-91ac-25cdc3e96168,Reduced secondary forecast,Clothing,Shoes,397.63,270.46
f649c7c9-8eab-4559-85e8-9fca6532e50d,Decentralized web-enabled software,Electronics,Accessories,173.89,131.24
d30a6ba0-1d63-4a87-a9ef-910fc98bf4bb,Adaptive solution-oriented array,Home,Furniture,122.47,55.36
43265805-61cf-4110-b5ce-afc1f4327ad7,Reactive interactive forecast,Electronics,Tablets,581.96,291.01
889331e1-7aae-44d5-ba93-4fcddb49a55d,Organized grid-enabled frame,Books,Non-Fiction,195.56,144.41
6aa54b56-e97a-4219-951b-0bd308c6a3fe,Automated human-resource emulation,Electronics,Tablets,485.34,251.43
ca65d99b-b42b-4549-a647-c91535e46406,Cross-platform attitude-oriented strategy,Clothing,Pants,331.85,233.7
2ee61503-6d5f-471e-81e8-d7d23dcc0b94,Multi-lateral scalable installation,Home,Kitchenware,257.71,149.75
4b2a8488-ee33-4958-ab15-e2cc7f4f1115,Configurable mobile array,Sports,Nutrition,321.99,200.71
c098464a-846b-4b45-9076-194fe902b2f4,Devolved analyzing benchmark,Books,Fiction,413.99,249.19
f5b980e9-e40b-45d0-86fe-e1a5f6c357aa,Reactive hybrid Graphical User Interface,Home,Kitchenware,81.22,38.26
bbf2ae98-20f7-45c9-a9eb-253392f08a2e,Optional explicit system engine,Electronics,Phones,683.59,293.7
14aabefe-ce05-466d-9993-64424bcf88c7,Up-sized didactic service-desk,Clothing,Shoes,241.95,151.86
4d3a20d0-c741-429d-9fe2-e10a3de8a7a2,Object-based impactful leverage,Books,Technical,92.67,65.86
5645238e-ffad-4135-8835-90875e94aaee,Inverse static concept,Books,Fiction,681.8,289.81
0cd964a1-39d4-4d12-9648-fb0533523315,Synchronized web-enabled interface,Sports,Accessories,696.6,296.26
43a3b89b-4768-4e9b-8f9a-cd02041f1db2,De-engineered needs-based product,Clothing,Shoes,470.13,273.55
d93de4ee-b72f-4c61-bf93-f94acc457134,Exclusive transitional approach,Home,Kitchenware,435.26,178.8
940ac9bb-71a9-45ea-8735-9a746e00826d,Universal radical functionalities,Home,Decor,122.16,61.22
37e462b7-dc12-41b3-a631-e7d661250c30,Monitored upward-trending knowledgebase,Home,Furniture,245.28,132.87
288ac2f8-99f4-4d7f-9cab-09c55e784169,Persistent methodical superstructure,Home,Decor,49.14,37.51
00b4b984-3ff4-4135-a042-072d096a71eb,Optional tangible data-warehouse,Clothing,Jackets,396.88,205.87
d9ec9a96-3e77-4b16-96d2-4e4567e4ae11,Customer-focused systematic encryption,Home,Lighting,155.67,94.58
72b60615-de65-4437-bf3e-98c6f0b01eab,User-friendly modular encryption,Home,Furniture,216.78,138.89
49c63d6a-397e-411c-906b-63919b8b7c67,Persevering actuating projection,Sports,Equipment,34.49,20.69
588f5165-eaa6-4600-9d7a-b9ddcc05a4cb,Adaptive non-volatile benchmark,Books,Technical,259.85,199.77
dc6c6d84-0e7c-4220-b515-7c23b7cac35a,Phased human-resource moratorium,Home,Lighting,177.62,108.31
743e83a1-5a62-461f-9e6d-ce162ec0f735,Inverse responsive forecast,Sports,Apparel,617.3,286.34
28f9e8a5-afb6-470a-b825-2c58db90c793,Devolved coherent moratorium,Clothing,Pants,318.13,132.45
92fa9a39-9fea-4371-a546-e703d18e89a1,Reverse-engineered dynamic project,Home,Lighting,35.03,14.48
b1067237-d7a3-484b-8866-ec2540db056c,Reduced radical knowledge user,Clothing,Jackets,319.0,129.66
ec687722-522c-4076-ab62-bfc48bbb40dd,Front-line next generation structure,Electronics,Tablets,557.47,276.46
3ffba6d9-cc76-406e-b522-d5e9d697178b,De-engineered high-level info-mediaries,Clothing,Jackets,346.3,205.28
dc4b6e84-2fd4-481f-ba99-d95ab6bf4378,Grass-roots zero administration knowledge user,Sports,Apparel,318.01,206.58
19e0ef08-ba3d-4999-bfcd-16270a689c99,Decentralized systemic infrastructure,Clothing,Jackets,279.94,168.51
2319b096-ad50-4abd-a8bc-915cb06fb889,Implemented high-level complexity,Electronics,Tablets,353.63,172.17
34f5ecf7-a28a-4c4b-93ba-f4d607fba7a0,Cloned zero tolerance toolset,Sports,Apparel,272.52,115.91
e1d1873b-8939-4c27-90eb-f3fbf777049a,Fully-configurable well-modulated projection,Books,Fiction,83.99,45.89
84eb749e-e578-433d-86d8-fb7cc13abca6,Re-engineered scalable framework,Home,Decor,259.6,143.17
09c0a7e1-b63d-48b5-b61b-f1daa5fbf730,Profit-focused reciprocal protocol,Books,Children,337.9,141.08
cb5c0f03-8bd3-4bc5-af10-52bcc27db27e,Visionary logistical migration,Electronics,Accessories,45.66,31.09
15e067ce-d875-4b74-8774-0b1ffb2350cb,Vision-oriented multi-tasking solution,Home,Lighting,307.95,176.2
4de401d3-dc56-47cf-bdb8-bf4a8c5375c1,Reduced multi-tasking open architecture,Sports,Nutrition,48.11,20.79
d7fffce0-9b49-40c9-b73f-3f8bfdfcc151,Networked even-keeled strategy,Clothing,Jackets,376.03,202.67
d98e2268-0ba9-41f2-94b2-dbdf5ca9997e,Multi-tiered homogeneous complexity,Sports,Accessories,353.99,252.56
05249a3b-4129-43f3-b70f-f40112396d87,Focused upward-trending capacity,Home,Furniture,146.48,103.38
25e4175a-8a95-4e4d-aa22-a7a2164a5b80,Organic mobile Graphic Interface,Home,Kitchenware,487.82,208.72
b85b945d-f659-4d69-b065-e001ef73c71d,Horizontal 3rdgeneration budgetary management,Electronics,Laptops,406.86,211.96
9503f663-6a61-4eb6-9ec2-5eaa62c8b446,Fundamental system-worthy utilization,Sports,Accessories,107.4,45.24
